reviews,sentiment,urgency
i absolutely love this app i be a very ocd person when it come to be organize and love my planner but really want something digital very portable and environmentally friendly i find it here i love the way it sync in second across my device phone ipad google home device and laptop it super user friendly and very customizable i try several other digital planner and this one beat them hand down,Positive,Low
love this app this app have save me so many stressful headache the creator be always on top of it and so helpful with everyone be question install this app you wo not be sorry,Positive,Low
it be a beautiful digital calendar that u can customize with a cover and sticker and font so much pretty than the standard calendar that come on your phone,Positive,Low
love love love this app i have be a paper planner lover for year and i just switch to artful agenda and i could not be more pleased try it you ll love it,Positive,Medium
i have thoroughly enjoy my aa ever since i find out about last year i have be look for an organizer that i use a a calendar and to handle my many thing to do list thank you katy for your vision and concept,Positive,Medium
i normally do not review apps but this one be amaze this digital planner be exactly what i want give it a try you wo not regret it,Positive,Low
this app be beautiful and have really help me keep my business large family homeschool and church activity all in order no more chaos for this girl,Positive,Low
fun cover sticker and layout,Positive,Low
love it so far excite for the come soon item i use a paper planner bc digital planner never seem to have the layout i want but so far this seem to be a great replacement,Positive,Low
i be love this and plan to buy it do you intend to add a widget for phone and tablet,Positive,Low
great app love it,Positive,Low
this app be literally like a dream come true it be girly and have all of the thing a paper planner have but electronically i love it,Positive,Low
amaze planner i ve be use the desktop version link with my google calendar and it be work great now with the app it be even good than i think it would be i love have all of my appointment in one place and it be so easy to use i especially enjoy the extra feature of be able to add note to my task it have help me stay on task with work cleaning and everything else,Positive,Low
my planner system be now complete i love the web app and now with the mobile app my on the go planning be also on point the app be fast beautiful and a perfect planning companion awesome,Positive,Low
i never think i could switch to a digital planner and yet here i be my husband be so happy to see everything that use to take him time sift through my calendar we re all sync up on google calendar now and i have the beautiful version for me to see on artful agenda with the list i need to run my box and family,Positive,Low
this app be practical beautiful fun and easy to use highly recommend,Positive,Low
i just adore this app it have save my sanity on more than one occasion super simple to use and i love be able to color code thing and the water tracker my goodness,Positive,Low
love love love this it the best of both world paper and digital and syncs with all your calendar awesome app,Positive,Low
love it cant wait for it to do even more,Positive,High
finally something that let me feel like i m use a paper planner but i do not accidentally leave it at home,Positive,Low
this be my dream calendar app it work perfectly with my google calendar while also offer list make capability as well a meal planning a a mom and business owner it give me everything i need in a digital calendar,Positive,Low
nice planner that replace paper planner i absolutely love it no more spending money on etsy for digital planner that do not give me notification this one do,Positive,High
i love this app it be a perfect replacement for my paper calendar i love that i can have my schedule meal plan task to do and more all at the tip of my finger wherever i be i m excite for all the plan they have to add even more awesome feature,Positive,Low
i have be use artful agenda on a desktop this year and love all it be feature now the app make it even more accessible i love plan meal and map out my day,Positive,Low
a fun and beautiful way to organize your life i m a huge fan,Positive,Low
this be the perfect calendar app and it gorgeous to boot,Positive,Low
i have always be a paper planner girl but now that i ve try artful agenda i will never go back i love the custom cover adorable sticker and the ability to link multiple calendar together in one place it be extremely functional and i be obsess with the fact that i can access it straight from my phone and computer too no more anxiety about lose my paper planner love this beautiful digital way to organize,Positive,Low
a someone who be obsess with trendy planner with pop of color i ca not get enough of artful agenda it combine the convenience of a digital calendar with the joy of have a fun planner to organize everything in and they ade always add new feature that be awesome,Positive,Low
this be a perfect app solution for a a hybrid between digital and paper calendar i love the extra to make be like my paper calendar in visual effect i also enjoy the ability to combine multiple digital calendar into one this be perfect,Positive,Low
i love that this app combine all of my various calendar work and personal to have a quick total view of my day s such a timesaver,Positive,Low
perfect hybrid of digital and paper im in love,Positive,Low
the perfect planner app i m so thankful for artful agenda,Positive,Low
this app be just what i have be look for it really feel like a paper planner,Positive,Medium
this have replace my paper planner and i be addict to it the most amazing app and product ever,Positive,Low
i love artful agenda it be the beauty and organization of a paper planner with the convenience of be online and on my phone love the new feature that keep roll out,Positive,Low
i love this calendar app this be the only digital calendar that i have be happy with i can easily see what i have come up i love the task and the ability to make my to do list right on the app and the ability to easily snooze a task ii do not get to until tomorrow love it,Positive,Low
i love that all my calendar be integrate in one spot work school kid small business it pretty functional track meal to do and water intake i m thrill to have something pretty to add joy to my day thanks beta team,Positive,Low
best app but the phone work slowly after download this app i have notice many time,Negative,High
old version be well in new version can not backup without premium membership i be go to uninstall,Negative,High
st time installation and i ca not select my reminder alarm time to be just stick at pm uninstalling asap bye,Negative,High
good be use it but now will have to leave it coz todo backup move to other phone have to subscribe to there monthly payment plan tata bye bye,Negative,High
bad no alarm or notification come,Negative,Medium
i just like it convinient,Negative,Low
become unusable after a few month,Negative,High
terrible experience if you forget to acknowledge a recur task when it remind you it will no longer send reminder for that task randomly change remind me when due selection to do not remind me in one week with task per day it have fail to remind me time absolutely useless eta after the developer reply i check my power saving and have none activate do not believe him do not buy,Negative,High
the alarm option be not alarm at the time i set up a task so sad i think i find the right app for all my task,Negative,Medium
bad design make make to do list a monumental task,Negative,Medium
i hav instal just a day ago and you see how when i set alarm for today it do not even work and ring it be just a normal app with no alarm i hate this app,Negative,High
it be good on first day but it do not remind me not even the first day bad app ever use,Negative,Medium
subscription only you be sarcastic first with your remark about me want everything for free when i never say that or even imply it so you stop be sarcastic rude and stop bothering me also and i ll stop bothering you if you do not want people to be rude then do not be rude to them subscription only,Negative,High
not get notification or reminder of my task,Negative,Low
the reminder for recuurring task be not work,Negative,Low
i be so happy about this app to my big disappointment after i lose a lot of time to set my task and to prioritize i have the very unpleasant experience to have all the task delete also the name of the list and no possibility to recover i do not recommend it,Negative,High
this app not send me any notification,Negative,Low
do not repeat every two day a set pretty damn useless uninstalled,Negative,High
very confuse only the creator know,Negative,Medium
i miss something very important because this app do not notify me the phone run out of battery in the night the reminder be set to be and i turn on the phone at be apparently to this app that mean to just not tell me that the reminder be suppose to go off garbage this literally do not do the one most important thing it be suppose to do,Negative,Medium
not user friendly almost impossible to delete or edit list format be garbage,Negative,High
it be confuse i ws look forward to get a list of task so tht i can mark it do or not do nd review after receive feedback from dev steve steve i think i do not hv tht much time to personally write to u and i guess thts why play store have review system i hope this help thnks if possible try to b polite to ur future customer,Negative,Medium
useless app it dint give any notification,Negative,High
i have one old version backup file and now it be not get restore please help,Negative,Medium
this app be ridiculous you ca not delete task move the sub task around modify or make note a the project evolve it be not intuitive essentially i have to write out my list on a piece of paper to build the order once it be correct then enter it to this app which make this app pointless must be the free version be nuisance feature drive you towards the pay version,Negative,High
useless app niether reminder nor notification ping waste too much time on ficing issue even follow developer be instruction,Negative,High
how be it possible to be unable to restore my data,Negative,Low
look at the review for a solution but the app dev just blame the phone it be never the same phone for cause the app not to work i m have the same problem of the alarm for a task not go off not even a notification blame the phone when you so it be not just one device be lazy,Negative,Medium
snoozing and recurrence behave erratically thus alarm often do not happen when they should developer do support separately and only up to a point issue with notification which be specific to my device,Negative,Low
use google task it be much good and free you have to subscribe a momth to get full use of this it be a basic reminder app have it have be a one of payment of a tenner then i d have bring it but i hate it when you have to subscribe especially for something so basic a this they do it so you subscribe and forget about it just greed,Negative,High
unresponsive widget do not work at all on my phone,Negative,High
mr stephen today i setted my daily schedule with remainder on this app but any single remainder do not ring with alarm it do not notify me about my task schedule,Negative,Low
i m well with myself nowadays cheer,Negative,Low
alarm and notification be not work even after battery optimization be disable check all the setting,Negative,Medium
thr notion of pay a monthly fee for this be laughable i will stick with todoist for a fre more buck a month,Negative,High
updated and now no longer send the task again set to daily if you dismiss the notification,Negative,Low
absolutely useless work once then never again be now live in amonst my household waste like stig of the dump,Negative,High
unable to restore app version mismatch i just download the app and then i make a backup copy then uninstall and restore it back again and that what it say please do fix it and also make some auto backup or auto save feature,Negative,High
i try it and do not like it it be not a easy to use and more complicated than need to be,Negative,High
it be give reminder,Negative,Low
no reminder for task,Negative,Low
unable to share to do list with another account,Negative,Low
have be pay for premium each month for several month now and now it be not sync across device and it tell me to upgrade to premuin on both fone and nd device when iam pay for premium pathetic canceling subscription and uninstalling,Negative,High
very poor application repeat reminder not work useless app,Negative,High
it do nt work at all no alarm no notification nothing at all even after go thru all the setting just wonder how your app get it rating,Negative,Low
just a list app you ca not do anything else unless it be on a list,Negative,Low
too complicate and time consume to set a task no way to repeat on a monthly basis and specific day of the week at the same time not worth the time it take to use it uninstalling,Negative,High
when i set to remind me daily it show even in past and it do not remind me kindly let me know the way to set it proper,Negative,Low
why be not this app get download there be some issue with the app it have be recommend to me by my buddy but this thing be not get instal on my phone,Negative,Low
why be i charge for this app i be charge,Negative,Low
monthly payment for a todo app not gon na happen thank you,Negative,High
too hard to use,Negative,Low
lag all the time,Negative,Medium
what should i do if i want more sublists there be no way,Negative,Low
schedule reminder interval do not work,Negative,Low
this app just isnt for me,Negative,Low
can only put task before have to pay,Negative,High
i just remove this app i miss several event in the last couple of month because it do not notify me,Negative,Low
subscription only no outright purchase too bad seem like a nice app,Negative,High
use it until simple backup be premiumized restore wont work between different version unless you modi hack the file author would not tell you that you can do it though if you ask his help restore dont recognize my backup file at all so all my list be basically inaccessible now will never install this again and i suggest anyone who value his data not to,Negative,Low
have no sign in option only export and the file wo not open so unless you have an it friend you lose your file which mean all the stuff i put in task have get lose if the developer revolve this be i will edit this review,Negative,High
the alarm do not work,Negative,Low
definitely i appropriate your hard work and this app different from all those big guy apps but question be if someone lose the phone or uninstalled the app what be the purpose this app so i m just suggest you can limit the how many task can be add by user without premium opt in ad for auto backup,Negative,High
i delete a list but i still get alarm for one of the task in that list even after restart my phone,Negative,High
dont work the best it get be the vibration notification work i ca not get any sound at all from this app,Negative,Low
i remove this pay app i miss about a dozen event over the few month i own this i would look at the app a few minute after an event be suppose to pop up and it show that it have miss i m try out simple calendar which test seem to work well,Negative,High
need to make more convinient i just set time alarm for the task but it didnt work,Negative,Low
i cant even get on thing on the opening page much less start a list,Negative,High
a simple app that could not be more complicated to operate,Negative,High
this app be not the best,Negative,Low
impossible to delete list or sub list tabs regret v upgrade,Negative,High
absolutely terrible most unless app i have download to date,Negative,High
always miss the notification even when it be not optimize and restrict in background,Negative,Low
only get about half of the reminder,Negative,Low
awful hard to start impossible to figure out,Negative,High
would be nice if you could import task from other application but not only be that a problem but import from a previous version of task be impossible too nevermind i ll just stick to what i get,Negative,Medium
edit i m use this application many year since release and i m love it and donate now you make this application subscription a year really not happy with that,Negative,High
recurrent task do not work,Negative,Low
not good waste time,Negative,High
ca not rely for reminder no alarm come even if i select alarm because of rely on this app i miss an important task,Negative,Low
there be good and simple other apps which provide automatic online sync or backup feature like micr oso ft be to do and many other why people think this app easy it be not i donate on this app and waste,Negative,High
garbage the one time i ca not remember if i check the notification for take my medication or not there be no way to go and see which day i check it or not what be the point of that,Negative,Low
dear developer thank you for delete all my reminder after update the app it be not pleasant at all believe me,Negative,High
love for a while one fine day my subtasks get delete it be in a task for which i do not set any due date bad experience,Negative,High
do not use this unless you sync your task the backup and restore functionality from one device to the next be bad,Negative,Medium
it hs just too complicate to use for me,Negative,Low
be really enjoy this then the notification just stop which be a big part of what i need the app for annoy find a new app for this now,Negative,High
bad apk reminder not work,Negative,Medium
do not sync to calendar,Negative,Low
well it be break now i have not mess with any setting in or out of the app and now there be no alarm it just vibrate i checked and it all still have the alarm and correct sound yet it only vibrate when it show a reminder why do these reminder apps always break,Negative,Medium
how can one trust an app that be suppose help organize when u misspell organize,Negative,Low
do not allow you to do a samsung back up and restore,Negative,Low
do not have a build in backup and even after export a backup file an error show up additionally the support email be an invalid email address a total waist of time for set it,Negative,High
i do not want to name everything,Negative,Low
it be great until it disappear very unhappy that i lose the app and all my info,Negative,Low
it do not ring the alarm at the right time only when i open my phone it start ring useless for me because i want it to ring at the right time and remind me on my realme phone highly disappointed,Negative,High
i do not get a notification or any alarm after i set the due date reminder at all i ve already try a couple of time how do i fix this my setting also allow notification for the app also how do i set widget on home screen thanks,Negative,Medium
it doesnt do any thing it gliched everytime i open it,Negative,Low
i want a to do list this be not such continually ask to name thing unnecessarily complicate kiss,Negative,Low
too complicate try to add item to a list it keep try to use the item name instead to make a new list or send the old list to this,Negative,Low
when you try to write a task and you want to set the reminder at the same time you have to make a reminder for each one and it waste my time if i could i would rate this app star,Negative,High
when i share a list with someone over messenger or sms just the name of the list be share not the actual list with an ability to collaborate,Negative,Medium
swipe to delete be terrible take almost swipe so work render the app useless,Negative,High
after few month it start not check the task i mean i check and few hour later it be unchecked it should be clear and the next date for the same task should be display example task to date jan and repeat task to date feb after check the task for january the task for february should be display but after some time the task for january be unchecked,Negative,Low
my mobile be get switch off after instal it work fine on st day of instal please fix it,Negative,Medium
too much setup i just want to write my note not title subtitle everything on the plus side no permission,Negative,Low
i consider it a not easy to use,Negative,Low
useless so confuse to use cant set simple reminder,Negative,High
reminder be not show notification for the past week to me sir,Negative,Low
thought this be a great app until i realize it do not get rid of the checked daily task to remind you of the new daily task and that be exactly what i be use this for daily task i need do when i check remove checked task it do nothing and those checked task just stay there,Negative,Low
terrible i m not get the pre alert i set or the reminder themselves i go in to check on upcoming reminder see outdated one in red that never alert me,Negative,High
i use it for awhile then delete it be take more time to use than other note apps confuse and have no reason to keep it many good note apps out there,Negative,High
ive try this app time it great but everytime i use it it install pop up add all over my phone as soon a i go to open one app their be an add not cool i delete it for the and final time,Negative,High
alarm and notification do not work which be crucial to an organiser,Negative,Low
look good but be not after instal task my keyboard stop appear for all my apps it be only when i remove task a a last resort that the keyboard appear again,Negative,High
needlessly compicated for a to do list app try to add a new item to your list and youll accidentally add a new list try to swipe to switch between list and youll remove an item from your list what do you just remove hard to say cant seem to find an undo option among the numerous other option,Negative,High
app be awesome but in this no login facility and assign task,Negative,High
i settle an alarm on this app but it never pop up this look like a great app but please fix this all my notification in this app be open,Negative,Medium
this app will not update nor uninstall properly fix it and i ll try it again,Negative,High
unable to manage easily complicate,Negative,Low
it be alright in the beginning but search bar disappear after add my task guess there be bug who ca not handle long task list not recommend,Negative,High
notification only come up when you come app,Negative,Low
i set a reminder to do a task daily at a certain time however this app do not retain the same time on the daily reminder it will remind you and set the task to do but at an early time,Negative,Low
try make a simple to do list be go when i go back later,Negative,Low
app be very buggy complete task keep show up a not complete notification alarm wo not work uninstalling,Negative,High
i be not able to set the time it be automatically take the remainder timing,Negative,Low
no instruction i ca not even get start because there be no instruction i put in list title grocery and that be it when i try to make a list it ask for sub title wo not let me even start a list just send ya in circle delete delete,Negative,High
hard to set up,Negative,Low
after a week my task never show up completely stop work,Negative,High
do not have the account sync feature how we backup data when we change device,Negative,High
do not even have a repeat feature,Negative,Low
it be take a lot of space,Negative,Low
it be too difficult to understand,Negative,Medium
download the ap create a title for the list but then there be not any option of anything the list disappear and there be no instruction or help feature to actually create the list item the title vanish anx the s reen be lanm couldnt then find the list anywhere no list no title nothing stupid,Negative,Low
horrible it wouldnt even let me make a note,Negative,Low
the notificafions be not work,Negative,Low
ca not make backup for task list this feature be pay we have to buy subscription plan donate atleast for it,Negative,High
it fail to notify me for the first time i set up recur monthly notification for my bill and it be work perfectly i m two day late for a bill payment now,Negative,High
need to be more user friendly look for a set reminder but could not find one too many option for me,Negative,Medium
thank u but what i actually want to know be what settings i must use to let the app pop up on the screen even if the screen be lock thanks,Negative,Low
confuse i want to like this app but a an aspie im find it confuse to navigate consider delete,Negative,High
simple app with a fancy design i like it in general but what drive me nut be a huge lagging when my mobile network and location service be switch on without it the app work almost smoothly i do not know what data do you guy always gather from my phone but i would appreciate some optimization on that,Negative,Medium
pay for premium setting have reflect that i be use pay version up until the most recent update now it say upgrade to premium what be go on,Negative,High
it not that good as much a i think before i download it it never send me notification or alarm i miss my two event because of this,Negative,Low
nice app for remainder,Negative,Low
the app no longer remind me of task and keep bring up one mark complete,Negative,Low
thanks but it now have go wrong be unable to alert and no alarm at all please advise if this app be still ok to keep,Negative,Medium
this app sometimes miss important task and do not notify,Negative,Low
not at all use it not remainding with alarm then whats be the use of remainder app it only alarm while we open the app not usefull at all,Negative,Low
widget unresponsive boy i be incredibly unlikely i be the only one to ever experience this it must just be me,Negative,High
terrible i ve miss so many reminder despite add it to unmonitored apps and not be on power saver i give up,Negative,High
my alarm be not ring please help everything else be fine,Negative,Medium
i like the apple task app way well,Negative,Low
it be just okay it be too easy to delete task on accident and it put it in backwards,Negative,High
feel like can add calender,Negative,Low
the st action the app want be to name a list what be i listing and why would i name it what i m look for be a reminder with an alarm use the ringtones already on my phone to remind me of important event this app doesnt seem to function that way i dont know what i d use this app for,Negative,Medium
reminder notification not on time for about an hour so it be inconvenient,Negative,Low
i love this app at first but now when i change my task date time it do not actually change them and continue to alert me at the original time even though i ve clearly change it it be very annoy,Negative,High
no subscription tank you please full price i no lack forever,Negative,High
while swipe towards right the task be get delete at least it should ask for confirmation whether the delete be happen accidentally or we really want to delete,Negative,High
almost what i need except there be no option to set a start end time with reminder for the start so it be useless for me,Negative,High
not able to install on more than two device i find this frustrating a i have one phone steal and another broke now i cant download on my new phone because it already on the other with my main email do not allow another email not too pleased about this,Negative,High
i really want to love this app but it wo not even let me select pm so it constantly tell me it past the due date which make the app very useless to me,Negative,High
dont this app have repeat task feature,Negative,Low
i like how it organize and how many choice and the customization but i set alarm and keep in mind i have all permission on and it didnt go on my screen so i miss a very important meeting,Negative,Low
while change list by scroll right to leave task get delete it be very confusing,Negative,High
keep me on top of thing,Negative,Low
not sure why everyone be give this such high review the reminder do not work for me which make the whole point of have this app useless,Negative,High
would like to assign priority rating to each task a do it soon b do it later c low priority z take it off the list,Negative,Low
app be unable to manage recur task app have almost everything but it fail on manage recur task after set the task to be of repeat type mark task complete for a specific day be mark entire task a complete and for this only reason i have to uninstall please make necessary change and inform,Negative,High
too complicate to save and add,Negative,Low
have high hope for this because it have everything i want but the complete task that i keep put a complete come back the next day which be just irritate have try all the setting to get of it but i ca not and ca not be bother to persevere anymore,Negative,Low
why would task be tabs instead of a list the whole screen be empty and you make u scroll tab o,Negative,Low
cancel mean stop the action not throw away all the note i just make sorry but this be suppse to save time not waste idea and plan poor comms from app on a normalized ui function first go and really turn me off could be lot more awesome but thing like this and not be able to recover the info quickly then not acceptable when do business task nowadays,Negative,High
switch from one list to another stink otherwise helpful,Negative,Low
not work on xperia e,Negative,Low
i do not understand why it be not let me type in it it get hang everytime i mean that amake os onek birokto kortese sorry i speak only bahamian,Negative,High
it be okay but when i try to set a reminder for minute from now it say reminder set in the past will not show that be extremely inconvenient and annoy i try set it for minute from now but do not work would have give five star if it be not for this issue,Negative,Medium
task that repeat more than once daily dont work if you have something that be twice a day you have to have two separate task if you leave a task pending until the following day and complete it it will never work again,Negative,Low
decent app but do not seem to be able to sync with my google calendar without that it be pretty useless to me i like that sub task be list a an indent to the main task not a a seperate task,Negative,High
i keep complete task and the next day they open automatically again and the notification pop up it very irritating and confuse what be the point of open a complete task maybe you need to add an option to permanently close repeat task vs close them for that day,Negative,High
please make a home screen where it show your active main task allow you to just press and view them without have to click the top left button snd select this would be very convenient thank you,Negative,Medium
try to switch from wunderlist and the import option do not work or give any assistance to troubleshoot i just get the message file not find with nothing else to say where it be look for the file so i can get it in the right place,Negative,Medium
i hate how you can not open the app and see all your list there you have to have one open at all time and it do not show a list of your list on the home screen delete this app for this reason too bad the rest be great but they need a home screen they do not have one,Negative,High
app maybe okay but it very confuse to understand i have try about min to set a simple task for a particular date but it doesnt show up anywhere so i will keep look for a more simplyfied app sorry,Negative,Medium
wish i could sync it across multiple device,Negative,Low
i love nearly everything about this app but it eat up the battery on my phone like crazy because it be always run in the background,Negative,Medium
recurence task do not work properly otherwise i would give start,Negative,Low
cant complete subtasks through widget huge turn off,Negative,High
use this apps i can guarantee you will never remember one single task need more improvement to be classify under reminder category,Negative,Low
skip reminder until i pick up and check my phone then they go off,Negative,Low
le partage est tres nul cest juste un texte envoy a l autre,Negative,Low
it be not very flexible it be a pain to make sub list and quickly edit them i wish when the app open you see a list of all of your major task or a calendar if these thing be possible maybe add a tutorial feature when the app first download and open would help streamline the experience,Negative,Low
i find the white text against many of the color very difficult to read,Negative,Medium
i d like to know how to create home screen widget,Negative,Low
not competent at schedule recur task be automatically complete if not check by the scheduled time there be no way to know if you miss it the interface be pleasant though,Negative,Medium
i uninstalled the app because it send my phone info to the developer,Negative,High
just start use it but so far so good,Negative,Low
so far the app be great would get star if it have a tabbing feature where you can side over to each task name instead of have to go to the menu button to switch,Negative,Low
it be pretty good on my old phone then when everything be port to my new one the app come but not the list i d make what be the point of that i ve delete it,Negative,High
bad experience a the event create ex birthday anniversary etc in alarm mode be work only sometimes in such situation the event be just turn red but alarm be not ring a if i miss the event,Negative,High
do not have a recur task feature useless for me,Negative,High
you should have name to change date with yesterday today tomorrow not number on widget view,Negative,High
ca not put cute sticker on them no cuteness on phone,Negative,Low
to do list apps like this one be not useful without the capability of use recur task too bad because the interface be otherwise well do,Negative,Medium
get it primarily for reminder it have a lot of setting for how you want your alarm or notification but those be pretty useless when they do not work do not get a single notification to remind me of the stuff i set up,Negative,High
no easy way to import export task in a compatible format e g google task,Negative,Low
like the prioritization by drag and the highlighting but there do not seem to be a way to create recur task that be a deal breaker for me i m uninstalling,Negative,High
look a everyone else be very ve review i seem to be the odd one out but i do not find it straightforward it be too easy to delete a list on my s at least with even a slight bit of a swipe once delete it be lose why not have a back or undo button personally i do not find the head group list structure particularly straightforward although i ve now get use to it,Negative,High
seriously how do it get a i ca not even find an add button anywhere unless i go to the top left corner nah not for me,Negative,Low
without sync to the cloud this todo app be unfortunately worthless love it otherwise and would have give it or star please add sync since in my quest to find a good todo app this be the only one i ve see that do not sync anywhere between device,Negative,Medium
i have a reminder set with a certain sound it never go off,Negative,Low
due date be wonky i make a few item on my list and the due will not change from the current day the due date work on other item i do not need another app to work around,Negative,High
it work for the first week now i ca not add a task without it crash,Negative,High
in this app reminder do not work,Negative,Low
it do not ring to notify me,Negative,Low
no google task integration,Negative,Medium
repeat function do not work make the app useless a a task list might as well use my calendar almost miss a credit card payment because this app do not repeat the task,Negative,High
repeat function doesnt work so you ca not set up task to be repeat daily you can basically create a list and then delete item a they be complete that be all this do basically useless for anything other than a shopping list,Negative,High
no custom repeat frequency,Negative,Low
it sound good so i instal it my first task be an annual subscription reminder this app do not offer an annual reminder so yet again i d have to use two different apps for task why ca not anyone get this right,Negative,High
do this app truly have reminder it refuse to remind me of my event,Negative,Low
be excite for this app but the fact i ca not change the notification alarm be a deal breaker,Negative,High
please make it available a a widget,Negative,Medium
this be ok for a few day but now when i open it it be just a blank screen and i have lose all my task very annoy a these be important reminder,Negative,High
how do you change the alarm sound on the app it play my wakeup sound and i hate it i do not want to hear that all the time,Neutral,High
helpful to stay on track,Neutral,Low
the alarm sometimes go off without show any notification,Neutral,Low
most of the time it work well but sometimes the alarm go off a few minute late,Neutral,Low
bagus tapi di aku kayak sana aja sama google keep yang ada di hp,Neutral,Low
good i hope it have fiture for auto daily task and there be report so in end of the week we can see the progress,Neutral,Low
be use just reminder app before this wherein if i have keep my phone on a silent mode then the reminder would only vibrate with notification on screen instead of the alarm tone,Neutral,Low
not work fully i be wonder what happen to the reminder i set it only notify me of an event already pass when i open the app what use be that edit dev tell me i m ignore faq i ca not find that when look at the app on the play store,Neutral,Medium
cool but do not give you a reminder,Neutral,Low
kinda throw everything together some apps separate the day week and upcomings after day of use there be identical list that show up and cant figure out how to get rid of one not very user friendly,Neutral,High
i wish there be a way to save what be in it to be back up to email,Neutral,Low
i have be try to get notification but the app do not send reminder notification if i keep the app open it send but when i close it it do not send any notification i have also remove the app from power save but still nothing can you help,Neutral,Low
hello since last one year i be use this app it be good nice but it have a issue on my mobile i do not remainder me when i have set a reminder on a particular date and time it just show read many time i miss many work plz i hope u will fix it,Neutral,Medium
discover for yaw self homie x ma,Neutral,Low
great app no ad no pro feature unfortunately late release be heavy a slow it take few second to switch from portrait to landscape and viceversa same orientation switch in firefox that be a far more complex operation due to web page redraw be almost instantaneous,Neutral,High
the alarm of reminder do not ring if the application be not open then i remove the app from battery optimization list now it work,Neutral,Medium
nice app but reminder issue vibrate only bell do not ring,Neutral,Low
work perfectly it be easy to use,Neutral,Low
for the specificity it help me to order what i have to do so great thank,Neutral,Low
i dont know why it miss some alarm ui design be great but i miss some imp task cause of this missed alarm prob,Neutral,Low
everything be okay but it do not notify on time i miss an important event because of this bug i ve use other apps on play store and all of them have the same problem some of them do not notify when the screen be lock none of them be perfect at time the app notifies me only after i open it,Neutral,High
why google sync be not available,Neutral,Low
i love this app before but now for some reason notification do not pop up and i m miss out on really important reminder,Neutral,Low
be there not a way to open it on a desktop please add that feature update other apps offer the same feature without make you upgrade to premium i rather see more ad than have to pay for that simple feature,Neutral,High
in free version no backup option,Neutral,Low
alarm do not work fine,Neutral,Low
still figure it out but yea it be be helpful and i m glad i can cross off what have be do,Neutral,Low
widget be not work properly with nova launcher every time you have to open the app to add new task after clossing the app by recent apps,Neutral,Low
not sure if it offer the option to have a list display on your home page which be what i be look for,Neutral,Medium
very help have help to break my task into several category that have enable me to be more organized,Neutral,Low
be good for year until it suddenly stop work all my task go update do not fix it uninstall,Neutral,High
pretty good reminder app the recur reminder do not seem to work very well though i ll get a reminder for the first occurrence and then nothing for any of the following event there do not appear to be a way to acknowledge the original alarm without delete it or mark the entire series a complete,Neutral,High
i love how simple the app be i do wish it be more customizable the background be just plain white i d like to add my own wallpaper to the background,Neutral,Low
i do not rent apps i will pay a price to use it but walmart do not charge by the month or year for pant yes i would prefer ad,Neutral,High
this app be overall satisfy however recently i be face a problem the alarm wo not ring though it be schedule i would kindly appreciate if you would please look into the matter,Neutral,Medium
struggle to find where to change the alarm tone both system and app config be modify yet the same strange tone remain anywhere to change preferred language thanks steve that be exactly what i do change every tone sound related item in the app set a i say it do not work probably it work for others or it be the oppo reno mobile issue,Neutral,High
this app be really good for it format style compare to other apps but i m not get the alarm reminder which i keep why be it so,Neutral,Low
need to be able to add picture,Neutral,Low
task formation format be good but the alarm do not work at all kindly guide me i have try a lot but nothing happen with alarm,Neutral,Low
i m find this app useful but i m try to use it on my desktop currently it be not possible i will adjust this rating once i can,Neutral,Low
simple to do list it be ok but you ca not even edit task after you add them,Neutral,Medium
good app overall question st be it possible to change the checkoff color to anything else then yellow why would it not be green by default nd why be it not possible to check off the subtasks within the widget,Neutral,High
quite good app but recur task which be a basic function do not work correctly thus make the app useless even though i impremented all the instruction for huawei still issue be there,Neutral,High
i just switch from wunderlist why cant i share my list with my family to add or delete from,Neutral,High
overall it a very good app do the job great user interface however face issue sometimes when task mark complete on widget be again show a pending,Neutral,Medium
keep organize but there should not be subs when make a new task,Neutral,Low
i want to be able to set so that the week start from sunday highly inconvenient for i frequently set the reminder wrongly a day behind please upgrade so that the week start from sunday,Neutral,Medium
good would like for complete task to automatically move to the bottom,Neutral,Low
why do not work reminder repeat monthly at all one time yes repeat no what be wrong,Neutral,Low
this be by far the best and complete todo list app i have come across so far however the notification and alarm feature do not work would have get a star from me if that have work thank you,Neutral,Low
good but repeat mode be not work properly i be look for some other app,Neutral,Medium
it be get a steep learning curve and i do not think it be get good documentation help faqs,Neutral,Low
it be fine until i find that to use feature like sync or transfer list from an old app i have to upgrade to and pay for premium felt like bait and switch,Neutral,High
need a lot more sophistication,Neutral,Low
have not use it a lot yet but enjoy the simple way to add task,Neutral,Low
suddenly stop give audio reminder try everything include re installing and turn on all notification uninstalled,Neutral,High
more hierarchy on task option,Neutral,Low
how soon until the list sharing be available if soon you have just earn a small business customer,Neutral,Low
this app would do good with a calculator tat add subtracts shop list column with total also tabs swipe for delete retrieve update you ca not edit actual item on a list like change it be name and you ca not see or do a running sub total add or subtract price total what good be a list tat when u put the price of a item your task list ca not be more helpful when create a cost grocery list or whatever like hardware store item list so i delete,Neutral,High
very nice app but there be a few bug with the widget not really update to the correct data e g if you put the widget on home screen change the name of the task list it do not update,Neutral,High
